,label,sentences
592,8,"Brutal and elegiac masterpiece.

Outlaws led by Pike Bishop on the Mexican/U.S. frontier face not only the passing of time, but bounty hunters (led by former partner of Pike, Deke Thornton) and the Mexican army as well.

In 1969 Sam Peckinpah picked up the torch that Arthur Penn lit with 1967's ""Bonnie & Clyde"", and literally poured gasoline on it to impact on cinema to the point that the shock wave is still being felt today. The death of the ""Motion Picture Production Code"" in 1967 ushered in a new era for cinema goers, it was a time for brave and intelligent directors to step up to the plate to deliver stark and emotive thunder, and with ""The Wild Bunch"", director Sam Peckinpah achieved this by the shed load.

The Wild Bunch doesn't set out to be liked, it is a harsh eye opening perception of the Western genre, this is the other side of the coin to the millions of Westerns that whoop and holler as the hero gets the girl and rides off into the sunset. Peckinpah's piece is thematically harsh and sad for the protagonists, for these are men out of their time, this is a despicable group of men, driven by greed and cynicism, they think of nothing to selling arms to a vile amoral army across the border.

The film opens with a glorious credit sequence as we witness ""The Bunch"" riding into town, the picture freeze frames in black & white for each credit offering, from here on in we know that we are to witness something different, and yes, something very special. The film is book-ended by ferocious bloody carnage, and sandwiched in the middle is an equally brilliant train robbery and a slow-mo bridge destruction of high quality. Yet the impact of these sequences are only enhanced because the quality of the writing is so good (Walon Green and Roy N. Sickner alongside Peckinpah). 

There's no pointless discussions or scene filling explanations of the obvious. Each passage, in each segment, is thought through to gain credibility for the shattering and bloody climax. There is of course one massive and intriguing question that hangs over the film - just how did Peckinpah make such low moral men appear as heroes, as the ""four outlaws of the apocalypse"" stroll into town, their fate to them already known?. Well I'm not here to tell you that because you need to witness the film in its entirety for yourself. But it's merely one cheeky point of note in a truly majestic piece of work. A film that even today stands up as one of the greatest American films ever made. 10/10"
593,6,"***Quirky white trash crime spree satire tries too hard***

A young no-class couple from central Texas (Gil Bellows & Renee Zellweger) flee from loan sharks and a maniac ex-partner (Rory Cochrane), seeking a shotgun wedding and to escape to Mexico.

""Love and a .45"" (1994) is a satirical black comedy crime flick inspired by the Charles Starkweather killing spree of January, 1958, who was accompanied by his 14 year-old girlfriend. Similar films were inspired by the same real-life episode: “Badlands” (1973), “Kalifornia” (1993) and “Natural Born Killers” (1994). Seventeen months after Starkweather’s spree he was wiped off the face of the earth via electric chair. Needless to say, we were wiser then.

While “Badlands” and “Kalifornia” were realistic, “Love and a .45” takes the satirical route à la “Natural Born Killers,” but it tries too hard to be an oddball cult flick about dirtbags, not to mention it’s shallow. By contrast, the contemporaneous “Pulp Fiction” didn’t have to try hard; it just was (the real deal; and not shallow at all). But there are enough highlights in “Love and a .45” if you don’t mind movies about white trash crazies: Zellweger never looked better, not even in “Empire Records” (1995); Cochrane gives it his all; and Bellows works as a likable anti-hero.    

The film runs 1 hour, 42 minutes, and was shot in the heart of Texas (Bastrop & Austin).

GRADE: C/C-"
600,8,"Great watch, could watch again, and can recommend.

It is very sad that this happened to people, but the way the story is told is so good that I felt like that sadness melted away fairly quickly.

This movie holds up after 25 years, and it is dated, but with cellphones the story would change dramatically, and that would be a good alternative history subject for a different movie.

A great cast, excellent deliveries, an amazing story, and the cinematography is a favorite on this one.  The setting of a snowy Minnesota really allows for some great isolation scenes and highlights the ""coldness"" of the motivations in the story.

I think they even summarize the events at one point as ""all over a little money"", and it's spot on.

I can't say that any one thing is spectacular, but everything is done so well, I honestly think this is a great example of how to shoot a movie."
601,6,"A lackadaisical sequel.

The wilderness is, arguably, the main reason why <em>'Homeward Bound: The Incredible Journey'</em>, and the film it remakes, is enjoyable. That's because it, obviously, feels peculiar seeing a cat and two dogs in the wild. So what does this film do? It puts them back in their natural habitat, so you're just left with emotionless animals talking telepathically in street alleys. To no-one's surprise, that's super boring.

Credit to Michael J. Fox for reprising his role as Chance. He doesn't mind doing sequels, even ones of a poorer variety; e.g. <em>'Stuart Little 3: Call of the Wild'</em> - on that note, I guess <em>'Atlantis: Milo's Return'</em> was a step too far, understandably so!

Elsewhere on the cast, all the main humans return as does Sally Field as Sassy. Ralph Waite comes in to replace the late Don Ameche as Shadow, I didn't actually notice a difference if I'm completely honest - astute casting! The film also adds a bunch of random cats and dogs to proceedings, absolutely none of them are memorable; despite a few recognisable names in the cast, including Carla Gugino (Delilah).

I'm sure some, especially younger audiences, will find enjoyment here. For me, it's a lame follow-up."
638,7,"While the sequences that _Mission: Impossible_ is most famous for (the ceiling-descent and train-top) are truly thrilling, absolutely everything in between these scenes is obvious and uninspired. Rarely can a movie have you so completely engaged one minute, and then immediately back to checking the time the next.

An important film, pop-culturally speaking, but not a very good one.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._ When I first saw this movie I did not like it at all. My main gripe with the movie was (and is) that it did not feel like a Mission Impossible movie.

Spoilers ahead! In the original series the team always succeeded, at least in the episodes I watched. However, the movie starts off with a big failure. Then to make matters worse we learn that Mr. Phelps, one of the original lead characters, is actually a traitor. I was so disappointed!

Now when I watched it for the second time with my son I actually liked it a lot more. I still think it is sad that the script writers felt they had to introduce all these chock elements but trying to look past those this is a pretty good movie. I still do not think it is truly a Mission Impossible movie in the good old style of the series though.

It is a very good action/thriller movie though. Tom Cruise is really not bad in the role of Ethan Hunt and so are the rest of the actors. He is performing quite a few spectacular stunts and there are a decent amount of high tech stuff in the movie. Sure, some of the stunts and action scenes are perhaps a bit convoluted but it provides for some good cinemagic and it is fiction after all.

If this movie would not have been labelled Mission Impossible I would probably have given it another star but I cannot bring myself to completely overlook how far from the original inspiration it has strayed."
652,6,"Fear can hold you prisoner…

Fear is directed by James Foley and written by Christopher Crowe. It stars Mark Wahlberg, Reese Witherspoon, William Petesen, Alyssa Milano and Amy Brenneman. Music is by Carter Burwell and cinematography by Thomas Kloss.

One of the number of psycho-sexual thrillers that surfaced in the 80s and 90s, Fear has the narrative hook that it involves teenagers. Witherspoon is the girl who invites drifter David McCall (Wahlberg) into her life, only to find he’s as unstable as unstable can be. Director Foley and his team then produce a film that pretty much cribs from a number of other similar themed movies. All of the key scenes will be instantly familiar to genre film watchers, and unfortunately the plot twists and turns come as no surprise.

However, in spite of the lack of originality in structure and narrative thrust, Fear is never dull, not even when Wahlberg is wistfully looking into Witherspoon’s eyes like a love sick puppy. Suspense is on hand for the big finale, which unfolds with kinetic brutality, and it’s also nice here to find that some thought has gone into the characterisations of those in peril. Kloss’ photography around the various Seattle locales is vividly appealing, as is Burwell’s music compositions, while the acting performances are all on the good side of good, with nobody harming the balance of the piece.

A teenage Cape Fear – cum – Straw Dogs - cum – Fatal Attraction, but good with it regardless. 7/10"
662,6,"A wonderfully constructed marriage of live action and animation, probably the best since Who Framed Roger Rabbit. It's a simple story of the Looney Tunes teaming up with Michael Jordan to stop the oppressive Monstars from enslaving them. The basketball scenes are great, the jokes mostly land, and Bill Murray steals the show whenever he's onscreen. Not to mention the fantastic soundtrack that today is pure standard. 

If you're looking for a serious movie, Space Jam isn't your thing. If you want a fun family movie that makes you laugh and cheer on the greatest basketball star of all time, then this is definitely worth your time. Brings me back to my childhood days!

I forgot how much I loved this film."
663,6,"Decent watch, might watch again, but can't recommend unless it's for a Bad Movie Night.

I want to like this movie, it really might have been a great movie, once upon a time, but it still would have been a ""comedy-whatever"" movie, and it's humor is done well.

The production value is laughable 50 years later, but even so there are odd choices most likely done for the imagery or comedic effect.

It is worth noting the changes in the MPAA over the past 50 years: the movie begins with a ""zero g"" striptease with tits out and fully nude (I didn't look close enough to determine if the cat got out), and from then on, her tits are pretty much out for about half the run time, sometimes behind plastic or transparent fabric, but the movie is rated PG.

I want to like the movie, but it's so bizarre at times, and it's not a personal story for Barbarella it's an assigned mission, so it's hard to be invested in the actual story."
667,8,"_**Coming of age in rural Ireland**_

Near the border of Northern Ireland, an 18 year-old named Danny (Matt Keeslar) leaves home after the death of his mother due to friction with his gruff father, a local cop, (Albert Finney). Danny moves in with his free-spirited friend, Cocoa (Anthony Brophy), and learns the ropes of manhood, including a relationship with a girl from across the border, Annagh (Victoria Smurfit). When crises strike he finally comes to understand some things.

Peter Yates' ""The Run of the Country"" (1995) is an obscure picture only available on VHS, which isn't relevant in the modern days of streaming. Yet gazillions of people have seen the poster for the movie at a cinema in the 1995 episode of Seinfeld ""The Pool Guy"" (season 7, episode 8).

This is a realistic coming-of-age drama set in inland Ireland. The acting is effective across the board, especially Finney as the father and Brophy as Danny's wild friend. Simply put, this is quality drama with laughs, romance, conflict, action, crises and gorgeous photography of rural Ireland. 

The film runs 1 hour, 49 minutes, and was shot in the Redhills, County Cavan, area of Ireland, near the border of Northern Ireland.

GRADE: B
"
668,7,"Jean-Luc Godard's 1965 film ALPHAVILLE has one of the most bizarre premises in the history of cinema. Godard borrows the character of Lemmy Caution, a tough FBI agent/secret agent played by Eddie Constantine that had appeared in a number of French B movies, and then Godard drops Caution into a science-fiction film. And yet, this film taking place in a different galaxy far, far away doesn't use any specially created sets or fancy ray guns. Instead, Godard simply shot the film at examples of modernist architecture in Paris, in industrial buildings, and among the room-sized IBM mainframe computers of his time.

In the dystopian city of Alphaville, all decisions are made by the gigantic Alpha 60 computer that pursues logic at all cost, banning human emotions and leaving the inhabitants zombified. Caution is sent from outside with the task of retrieving Alpha 60's creator, the rogue scientist Von Braun (Howard Vernon). Caution's femme fatale is Natasha Von Braun (Anna Karina), daughter of the scientist, whom she has never met. Though just as zombified as the other inhabitants of Alphaville, Natasha shows a budding individuality. Caution is baffled by the inexplicable behavior shown by the inhabitants of this city, but he remains focused on his goal of extracting Von Braun, no matter how many obstacles are thrown in his way.

ALPHAVILLE is often categorized as a science-fiction film, but it's soon obvious that Godard was interested more in the changing world around him in the 1960s. He worried that the technocratic society, the desire to use technology to solve all manner of problems from food distribution to architecture, would rob the human race of a certain flexibility, of a certain liberty, and of a certain poetry. (It's interesting that Godard anticipated so much of the Sixties counterculture that would preoccupy the youth, though he was already well into his thirties, and themes that would later be explored by thinkers like Theodore Roszak.) Alpha 60 is less a vision of the far future, something from a time of intergalactic space travel, than a rising trend of the mid 20th-century.

I had heard of the premise and much of the details before and I thought the film would be lame, but I absolutely loved it. I came to ALPHAVILLE after watching Godard's work to date, which features some remarkable imagery and avant-garde techniques, but is rarely very comedic. I had no idea that ALPHAVILLE would be so hilarious. As the film opens, we see Godard playing with the trope of the hardboiled detective or spy overcoming assassins sent to kill him, and this is exaggerated to the point it becomes slapstick. There are a lot of absurdist touches here (see the mass execution scene, where clearly any attempt at realism has been avoided).

The performances here are great, too. In spite of the unusual script, which might have had some actors blowing off the director's concerns, Eddie Constantine unflappably maintains his noir style here. Akim Tamiroff turns in a great supporting role as Caution's fellow agent Dickson, and this already elderly actor brings in a lifetime of experience in comedic roles. Karina continues to show that, while Godard was originally interested in her merely as a pretty face, she had enormous talent. Some of the long shots are cleverly done, and the film includes an exciting car chase. Ivan Caution explores the dystopian Alphaville where the only truth is logic, anything else is punishable by death. Everybody is popping pills, womenn are classes by their seductive level and the men are merely puppets to the computer Alpha 60.

The plot is strangely reminiscent of today, almost in a predictive fashion. It seems to be influenced by 1984 but it doesn’t do so in a repetitive or tiring manner. Moreover the film is really refreshing. Shots that simply don’t happen anymore. The story although basically similar to many movies, doesn’t seem that predicable and I wasn’t dreading the end. The love story is also not just thrown in there, but actually helps understand what kind of place Alphaville really is.

Effects that could be done at home with ease, but yet work so well. For example, at one point a character interacts with a hanging bulb, which then goes on to swing and show us all the angles of light that could arise. Another example is a straight on shot of a mans blood stained shirt after he gets shot.

Throughout the movie there are flashes of different things:lights, fans, and neon displays. This is sometimes overlapped with the narrator who seems to be the Alpha 60 computer.

Acting is amazing. Cinematography is awesome. Plot is great, not insanely good, but not bad either. 

Really enjoyed this piece of art, and hopefully more people will too."
670,8,"In the early 1950s, 20th Century Fox invited Samuel Fuller to make a picture in Brazil about a jaguar hunter (John Wayne was tipped for the role) falling in love with a woman (Ava Gardner) he helps to rescue as she flees through the jungle with her cowardly husband. Fuller headed for Brazil to make a preliminary study and settled in a village of the indigenous Karaja tribe. He scouted locations, shot some footage of local nature and customs, and discovered some elements that he might work into the screenplay. In the end, however, the whole project came to naught when insurance companies refused to provide coverage for a shoot in what was then a remote and potentially dangerous part of the world.

In Mika Kaurismäki's 1992 documentary, TIGRERO: A Film that was Never Made, Sam Fuller returns to the same village he based himself in four decades before. American indie filmmaker Jim Jarmusch tags along as the interlocutor to which Fuller recounts the whole Hollywood story and comments on how rural Brazil has changed since his first visit. Jarmusch is also interested in the culture of the Karaja, taking photographs of the village (some of which are included as extras in the DVD release) and narrating in voiceover some of their traditions and practices. The downside of this is that the duo talk about the Karaja according to the noble savage stereotype, depicting them as an idyllic people without a care in the world, and the film never confronts the challenges they might have faced now as modernity arrives, or forty years ago when life was no bed of roses either.

The film has an inauspicious beginning, where Jarmusch asks Fuller in Rio de Janeiro why he's there, and it's obvious that this whole (very stilted) dialogue is scripted. Once they subsequently reach the Karaja village, their chats seem more real. The first thing they do in the village is project the footage that Fuller he had shot forty years before to the locals. The Karaja are amazed to see their long-dead relatives and friends. As one Karaja explains the visceral impact that this film footage had on him, Fuller tells him “That’s called emotion,” the same cinematic creed he professed in his cameo role in Godard's Pierrot Le Fou.

Fuller is a funny character. He was already around 80, a wizened old man that seems only about half the height of Jarmusch, but he’s full of energy and enthusiasm for this adventure. He appears almost invariably with a cigar in his mouth and a baseball cap and talks in this really old-timey New York Jewish accent. I honestly found him hard to understand at points, it's like watching someone speaking Elizabethan English step out into the world of 1992.

TIGRERO doesn't seem a major achievement in documentary filmmaking, and after one viewing I don't feel in a hurry to ever see it again. Nonetheless, it was an enjoyable 75 minutes and I appreciated learning something about this part of the world."
675,5,"I don't think it's anything absolutely bad, but <em>'Operation Dumbo Drop'</em> is pretty lacklustre and a bit slow to sit through.

I do like the cast. Danny Glover (Cahill) and Ray Liotta (Doyle) are solid together, while Denis Leary (Poole) and Doug E. Doug (Ashford) may not give anything memorable but both are alright; as is Dinh Thien Le (Linh). Also interesting to see Raymond Cruz appear, in his early years pre-Tuco.

It seems the trio of Glover, Liotta and Leary really don't rate this, given the latter's comments in later years about it; though it sounds like that's more to do with the filming process, rather than the end product.

I more than likely wont be revisiting this any time soon, but I don't hate it or anything."
681,5,"Alicia Silverstone: Teen sleuth 

RELEASED TO VIDEO IN 1995/1996 and written & directed by Pat Verducci, ""True Crime"" (aka “Dangerous Kiss”) is a mystery/crime/teen/romance starring Alicia Silverstone as a Catholic school senior in California who befriends a police cadet (Kevin Dillon) to solve a case of serial killings of young women. Their investigations lead them to a traveling carnival. Bill Nunn plays the girl’s detective friend and the cadet’s boss. 

This came out right after Alicia’s breakthrough flicks “The Crush” (1993) and “Clueless” (1995) and, while entertaining for what it is, it pales by comparison. The main problem isn’t the cast, locations or excellent percussion-oriented score, but rather the script; and, more specifically, who the killer turns out being. With just a couple imaginative tweaks this could’ve been a very satisfying teen mystery à la Nancy Drew, but with considerable edge. Still, Silverstone makes it agreeable, along with the other highlights noted. If you like those other two flicks, this is a must.        

THE MOVIE RUNS 1 hour, 34 minutes and was shot in Los Feliz, Los Angeles, CA. 

GRADE: B-"
693,6,"There ain't no falls in L.A. 

Mulholland Falls is directed by Lee Tamahori and written by Pete Dexter. It stars Nick Nolte, Chazz Palminteri, Melanie Griffith, Michael Madsen, Chris Penn, Jennifer Connelly, Treat Williams, John Malkovich, Bruce Dern and Andrew McCarthy. Music is by Dave Grusin and cinematography by Haskell Wexler.

1950s Los Angeles and four unorthodox detectives led by Maxwell Hoover (Nolte) are called in to investigate the death of a young woman found crushed at a construction site. The woman is revealed to be an aspiring actress who had recently had a relationship with the married Hoover. Can is open, and worms everywhere, and following those worms leads Hoover down murky avenues...

It's the almost nearly great neo-noir movie, everything looks right in principal, it has a strongly assembled cast, the 50s visuals and cinematography are splendid, and the murder mystery element of the plot - with some added sex, sizzle and nuclear shenanigans - looks promising on the page. Yet it never delivers on that promise of being something dark, to be a labyrinthine noir thriller beating a black heart.

It starts of so well, based on the infamous ""Hat Squad"" we reasonably expect the story to expand upon the opening macho machinations of the four tough hombres in the hats, but instead away from Nolte's grizzled Hoover, the other three guys are merely dressed up props. Which means there's some good actors wasted, sadly.

As the plot moves slowly forward the investigation and Hoover character axis becomes less interesting. Griffith came in for some critical grief for a lacklustre performance, but she's done no favours by the writers who fail to give her marriage to Hoover any substance. So when things go pear shaped and the characters of Mr and Mrs Hoover should explode on the screen, we really don't care having had no interest previously to hang our emotional being on.

It all builds to what can best be described as a poor pay off, the resolution to the hinted at muddy mystery is hardly shocking, and the ""big"" face-off sequence between good and bad guys (or bad and bad if you prefer) is about as exciting as watching paint dry. It's not an awful movie, but it is a very disappointing one. A film where a bit more thought given by the producers could have yielded so much more. 5/10"
694,6,"Good watch, could watch again, and can recommend.

This movie has held up over a long period of time due to stellar performances by Janeane Garofalo and Uma Thurman, and that's really all it has going for it.  Great actors giving solid delivery in a decent script.

It does remind me of Cyrano de Bergerac a bit, but it's a classic switcheroo trope for a romantic comedy that gives a life lesson of beauty is what you make of it.

My biggest problem is that they basically call Garofalo ugly because she's not Thurman, which doesn't make sense to me.

Other that that, the script is strong enough without being spectacular, and I feel like the cast had to work very hard to make the movie what it is.

A modern day reboot is surely on the way with it being about a podcast of the same name."
702,7,"A little uneven at times but still engaging 1970s exploitation thriller with fine performances from Joanne Nail and Robbie Lee and the dialogue was pretty sharp. It's one of those movies that takes a bit to accept with a bunch of juveniles being part of an organized gang, plus you have one scene of rape that kind is never dealt with. As a whole the movie was okay. **3.0/5**"
705,6,"Keaton on top form in a very charming and enjoyable sci-fi comedy picture.

Doug Kinney never has enough time to do what he wants to do, his life is frantic and his family life is strained, then one day he gets the chance to have himself duplicated.

It would seem that a lot of complaints about this film are about it being a waste of a good premise, well for sure Multiplicity is far from being a comic masterpiece, but to say it doesn't deliver laughs set amongst its charming romantic heart, is a touch unfair I feel. What we get here is four Doug Kinney's, each one having their own driving personality to make it real easy for the audience to distinguish which is which. So, with Michael Keaton delivering four excellent performances as the Dougs, the comic relief flows pretty much all through the picture.

However, director Harold Ramis is guilty of staying safe with the material to hand because from the off the conclusion is never in doubt, the feel good factor is evident even as the Dougs are chaotically imploding. But is that really a reason to do the film down? Well no as far as I'm concerned, Multiplicity is a tidy fusion of sci-fi comedy and romance that isn't taking the science literally.

For Doug number 4 alone, with his skiing skills and pizza fetish, this film deserves 7/10, whilst Keaton deserves a far higher score indeed."
716,7,"Alcatraz. Only one man has ever broken out. Now five million lives depend on two men breaking in.

Michael Bay's best picture.

The sophomore effort from director Michael Bay, this $75 million dollar action film was released nationwide on June 7, 1996 - eventually earning $335 million. The particularly great R-rated premise sees a mild-mannered chemist teaming up with a resourceful ex-con who must infiltrate Alcatraz prison after a rogue group of military men, led by a renegade general, threaten a nerve-gas attack.

Constantly in over his head, and never one to use profane language, Nicholas Cage is excellent as the quirky chemist - often resorting to quips and jokes in lieu of violence. In a character that feels like a sort of spiritual successor to his portrayal of James Bond, Sean Connery is the patient but skilled MI6 operative.

After 30-years of false imprisonment, he's recruited from jail to help the feds sneak onto Alcatraz - as he's the only person to have successfully escaped from the prison facility decades earlier. When he's required to finally put his knowledge of the defunct prison to the test, the disbelief and amazement from his military companions is quite amusing.

The unlikely pairing of these two is honestly the best part of the film. Cage's zany behavior is a perfect foil for Connery's relaxed confidence. The British ex-con chastises his younger counterpart on 'doing his best'. ""Your'best'? Losers always whine about their best. Winners go home and -bang- the prom queen."" After a quick beat and a sly grin, Nicholas responds, ""Carla was the prom queen."" This isn't just a funny encapsulation of their relationship, but one of my all-time favorite exchanges in any action movie.

Ed Harris is phenomenal as the quote, ""bad guy"" - a disillusioned Marine General whose terrorist actions are only to secure reparations for his forgotten and fallen soldiers. It's honestly a perfectly understandable, and dare I say noble position; a man willing to commit treason and risk his life to help the families of his former troops.

Which is why the government's handling, and ultimate dismissal of his ransom request is so perplexing and frustrating. Before ordering a massive aerial kill strike on the entire island, the President gives an impassioned speech (seemingly to an empty Oval Office) about his 'impossible decision' - but this only highlights the aforementioned plot hole. Harris only asked for $100 million dollars... why not just give him the money?

The supporting cast is stacked with even more excellent talent; David Morse, William Forsythe, Michael Beihn, Xander Berkeley, and Phillip Baker Hall. Of particular note however is John Spencer - who does fantastic work as a conflicted FBI director who reluctantly recruits Connery, Tony Todd who has one of the best on-screen deaths ever, and John C. McGinley whose unrealistic performance as an over-eager Marine makes him seem miscast.

A trio of composers, including Hans Zimmer, bring some interesting and appropriate ideas to the soundtrack, utilizing synthesized themes and electric guitars. It feels reminiscent of the excellent score from the ""Rainbow Six"" video game that came out two years later.

While this feature never quite breaks the mold, it definitely represents the best possible version of your stereotypical mid-90s action film. For a rewatchable thrill-ride with plenty of excitement and memorable characters, look no further. ""The Rock"" is explosive fun that never takes itself too seriously. Perhaps Bay's best film, I thought it was AWESOME. Welcome to The Rock.

The Rock is directed by Michael Bay and written by David Weisberg, Douglas Cook & Mark Rosner. It stars Sean Connery, Nicolas Cage, Ed Harris, David Morse, William Forsythe & Michael Biehn.

When a highly decorated army general (Harris) decides that he's had enough of his men dying and not getting the credit they deserve, he commandeers Alcatraz prison with a crack unit of Mercs. The plan is to hold the government to ransom or he will unleash from the prison biological rockets to bring Armageddon down upon America. Enter chemical weapons expert Dr. Stanley Goodspeed (Cage), who is forced to team up with the only man ever to escape Alcatraz - the mysteriously incarcerated in secret John Patrick Mason (Connery) - to break into the Rock and thwart the plans of the Mercs. 

So Cage as a chemistry expert who possible holds the fate of the world in his shaky hands? Connery, aged 66, as a tough prison escapee sporting a ""Grunge"" haircut? And Ed Harris, surely a bastion of patriotic Americana, turning bad and wanting to unleash hell on the Stars & Stripes? To expect nothing else but a berserker Michael Bayhem picture based on these facts is surely folly. He certainly has a varied CV does Bay, as do the leading actors on show here, but when on form, with writers prepared to put blood into the characters, Bay can deliver high octane entertainment if coupled with a cast clearly in tune with the material. Such is the case here. It's no award winner, naturally, but it does have some political smarts within the script. And if you want explosions, shoot outs and quips aplenty? Then this really will serve you well for a couple of hours. 7.5/10 The two lead characters' impact on the events of the move are pretty negligible, everyone and everything in it is laughably stupid, and you can see here begin to blossom the stereotypes that Michael Bay would go on you ruin everything he ever touched with, but I still kind of like _The Rock_. Maybe it's just in comparison to all of Bay's other films, or maybe it's because it's the only one of his works I saw when I was still single-digit aged, but I do enjoy it. I'm not willing to defend it, just to re-watch it once a decade or so. 

_Final rating:★★★ - I liked it. Would personally recommend you give it a go. _"
728,7,"Black sheep like to make everybody else look black. 

Force of Evil is directed by Abraham Polonsky, who also adapts the screenplay from the Ira Wolfert novel Tucker's People. It stars John Garfield, Thomas Gomez, Beatrice Pearson, Marie Windsor, Howard Chamberlain and Roy Roberts. Music is by David Raksin and cinematography by George Barnes. Plot finds Garfield as lawyer Joe Morse, who works for powerful gangster Ben Tucker (Roberts). Tucker has a plan to control all of the numbers rackets in New York, something that with the fix on the numbers up and coming for the 4th July, will see all of the smaller number rackets go bust. This is a problem for Morse because his big brother Leo (Gomez), is one such operator, an honest good guy who did everything he could to ensure that Joe had a proper start in life. 

It has come to be regarded as an influential and important movie in the film noir pantheon. Big critics, big film makers and film noir aficionados, all have queued up to salute Polonsky's film. If it's worthy of such elegant praise will always be debatable, but film does have a uniqueness about it, using stylised dialogue passages and in opening up a corrupt and socially bankrupt can of worms for the cinema loving world, Polonsky has crafted a thematically potent 1940's crime picture. The exchanges between Garfield and love interest Pearson, have an almost poetic flow to them, this in a film that for most of its running time shows that badness can not be beaten, or at best that it can't be railed against or broken away from so easily. While the biblical tones, both allusions and allegorically speaking, also give the picture some added power. Though mostly talky in the main, it does burst into shocking violence for its final quarter, with a finale that contains distress segueing into the possibility of spiritual regeneration…or maybe that, too, will prove futile? 

Added to the biting narrative are great cast performances and evocative music scoring, and with skilled location photography adding authenticity, it's not hard to see why it has come to be so revered. Not as bleak as the title suggests, and veering a bit close to being too arty for its own good sometimes, but still a fine experience and it rewards more on further viewings. 8/10"
730,6,"Charlie Sheen channels his inner Kevin Smith in this unique take on the genre. Sure it's a little X-Files-y, and a lot of the twists are either glaringly obvious or make zero sense, but by and large it's pretty original. The climate-change message does beat you over the head a little, but only gently, which I can handle. Obviously it didn't take anyway, considering we're here twenty years later and the problem's only gotten worse.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._"
732,8,"Stanley Kubrick's 1964 film <i>Dr.&nbsp;Strangelove</i> is a hilarious film about the nuclear annihilation of the human race. Its plot combines three strands that lead inevitably to this doomsday. In the first, an Air Force base commander (Sterling Hayden) goes insane and launches the go-code for his B52s to drop the bomb on their targets in Russia, while a British captain on an officer exchange program (Peter Sellers) tries to reason with him. In the second strand, we see the crew of a B52 commanded by the cowboyish Major Kong (Slim Pickens) as they prepare to drop the bomb. Finally, there are the scenes from the Pentagon war room, where the American president (again Peter Sellers) harangues a general (George&nbsp;C. Scott) about how this could have happened, until the mysterious German scientist Dr.&nbsp;Strangelove (Peter Sellers yet again) offers a solution.

Originally meant to be a straightforward adaptation of a political thriller novel, <i>Dr.&nbsp;Strangelove</i> became a madcap comedy. The characters' sexual quirks, anti-Communist hysteria and nonchalance about the coming apocalypse and are exaggerated to the point of farce. No other Peter Sellers film shows off his range of talents so well: he segues effortlessly between Captain Mandrake, a nervous fellow with a British accident already antiquated at the time the film was made, the staid American politician President Merkin Muffley, and Dr. Strangelove, one of the Nazi scientists that the USA brought over after World War&nbsp;II.

Filmgoers must have perceived this film somewhat differently, when the threat of nuclear annihilation felt very real. Contemporary audiences won't fully get how black this black comedy is. Nonetheless, this film remains perennially funny, and even after numerous viewings over the last 15 years or so I still laugh every time. A U.S. bomber plane is heading for Russia.  Communications are unavailable.  The Commie Russians have built a doomsday device.  And, according to crazy, (wheelchair-bound?), ex-Nazi scientist, Dr. Strangelove, nuclear destruction is upon us all!  Thanks to this eccentric comedy, I now have considerable respect for the talent of Peter Sellers.  How he pulled off three totally different roles so convincingly is just beyond me.  Especially his portrayal of the U.S. President; I could hardly believe that British Peter Sellers could do an American accent that naturally.  This was apparently a very black comedy for its time, as the threat of nuclear war was really a thing when this was filmed.  Offbeat, humorous script includes some eyebrow-raising, edgy dialogue and scenes.

Would I recommend?  Yes, to those with a open mind, or a taste for a truly bizarre kind of comedy."
743,5,"Campy fun of a time. Seen this a few times over the years and while he does look goofy in the purple outfit, Billy Zane is good in the role and a shame this didn't get a follow-up. A bit surprising there hasn't been some sort of series adaptation of the material. **3.25/5**"
747,6,"_**Robin Williams as a 10 year-old; great cast, but needed a rewrite**_ 

The Powells in Oakland have a premature baby, whom they name Jack (Robin Williams). The problem is that Jack grows at four times the normal rate and so when he finally is allowed to enter 5th grade at the age of 10 he looks like a 40 year-old man. Diane Lane plays his mother, Bill Cosby his tutor, Jennifer Lopez his teacher and Fran Drescher a single mother who’s attracted to him.

“Jack” (1996) takes the basic topic of “Big” (1988) and mixes it with the awkwardness of “Milk Money” (1994). It tries to be a serious drama, a slapstick comedy and a profound tragedy, which is tonally bewildering. Nevertheless, it would’ve been more successful if they worked out the kinks in the slapstick scenes, especially the ones with the kids, like the treehouse sequences. There’s nothing wrong with the cast or the filmmaking except that the script needed improved to flesh out the potential. As it is, I had a hard time buying that Robin Williams was a 10 year-old boy and the comedic scenes with the kids didn’t work for me, although they’re passably amusing.

Thankfully, there are several things that make the movie worthwhile: Lopez, Drescher and Lane are thoroughly attractive and I especially enjoyed the scenes with Lopez and Drescher, like the bar sequence; Cosby is his likable self (before his fall from grace); and the second half is better than the unsure first half.

Director Francis Ford Coppola proved that he could effectively do this kind of whimsical fare with “Peggy Sue Got Married” (1986), but here he needed a better script. Still, some people love this movie (while critics like Siskel & Ebert tore it to pieces), so I suppose it’s a matter of taste. 

The movie runs 1 hour, 53 minutes, and was shot in areas just north of Oakland/San Francisco (Vallejo, Mill Valley & Ross).

GRADE: C+"
